RN,LATITUDE,LONGITUDE,ACCOUNT,REGION,COMPANY,SITE,REPORTING_YEAR,COUNTY,SIC,SIC_DESCRIPTION,CO_TPY,NOX_TPY,Pb_TPY,PM10_TPY,PM2_5_TPY,SO2_TPY,VOC_TPY
RN102320116,29.72293549,-95.27538208,HG0076G,12,SWS HOLDINGS BRADY ISLAND LP,SOUTHWEST SHIPYARD BRADY ISLAND,2016,HARRIS,3731,SHIP BUILDING AND REPAIRING,0,0,0.0053,1.1192,0.1744,0,24.5029
RN100213347,29.6613748,-95.44073506,HG0086D,12,BROCHSTEINS INC,BROCHSTEINS,2016,HARRIS,2521,WOOD OFFICE FURNITURE,0.0855,0.1018,0,1.4092,1.4092,0.0006,14.6844
RN100217413,29.93109819,-95.64829451,HG0114A,12,WYMAN-GORDON FORGINGS LP,CYPRESS PLANT,2016,HARRIS,3462,IRON AND STEEL FORGINGS,61.8409,98.8256,0,18.6677,18.6677,0.6383,7.7189
RN100227016,29.62115451,-95.06672975,HG0126Q,12,CELANESE LTD,CLEAR LAKE PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",89.7926,51.3591,0,48.8701,45.4531,9.1657,273.9854
RN100219310,29.71846837,-95.25341732,HG0130C,12,VALERO REFINING-TEXAS LP,HOUSTON REFINERY,2016,HARRIS,2911,PETROLEUM REFINING,193.1959,133.1801,0.0242,117.451,93.1775,31.6676,134.1175
RN100238740,29.73242748,-95.22782083,HG0134R,12,TEXMARK CHEMICALS INC,TEXMARK CHEMICALS,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",6.7424,2.3451,0,5.129,5.129,0.0194,38.0165
RN100210830,29.61995651,-95.04728015,HG0141U,12,E R CARPENTER LP,ROGER W POWELL PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",14.9784,3.2038,0,0.2336,0.1048,0.0316,6.9792
RN100217603,29.75578297,-95.29794317,HG0144O,12,CITY OF HOUSTON,69TH ST WWTP,2016,HARRIS,4952,SEWERAGE SYSTEMS,412.3977,86.7907,0,23.9444,2.659,5.4144,44.5838
RN102940103,29.64823911,-95.40588736,HG0157F,12,ENTERPRISE  PRODUCTS  OPERATING  LLC,ALMEDA LPG TERMINAL,2016,HARRIS,4619,"PIPELINES, NEC",14.4743,6.7213,0,0.357,0.357,0.011,10.6684
RN100716661,29.71854148,-95.20946405,HG0175D,12,PASADENA REFINING SYSTEM INC,PASADENA REFINING SYSTEM,2016,HARRIS,2911,PETROLEUM REFINING,142.9817,429.8576,0,92.2243,71.6806,879.3609,575.5182
RN100211598,29.6307455,-95.15738139,HG0180K,12,CUSTOM BLAST SERVICES INC,CUSTOM BLAST SERVICES,2016,HARRIS,3479,METAL COATING AND ALLIED SERVICES,0,0,0,0.3461,0.3461,0,18.9344
RN100226679,29.79857976,-95.29718427,HG0181I,12,CUSTOM PIPE COATING INC,CUSTOM PIPE COATING HOUSTON,2016,HARRIS,3479,METAL COATING AND ALLIED SERVICES,0,0,0,0.0827,0.0827,0,14.7782
RN100225879,29.72526587,-95.11142359,HG0192D,12,OXY VINYLS LP,DEER PARK PVC CAUSTIC PLANT HOUSTON,2016,HARRIS,2812,ALKALIES AND CHLORINE,3.8086,18.0989,0,19.6768,19.5023,0.0684,14.1935
RN100224674,29.72378586,-95.07420913,HG0193B,12,OXY VINYLS LP,OXY VINYLS LAPORTE PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",6.8103,72.6692,0.0008,24.4713,19.8201,0.1387,16.1313
RN100238492,29.76034517,-95.17148495,HG0195U,12,GB BIOSCIENCES LLC,GREENS BAYOU PLANT,2016,HARRIS,2819,INDUSTRIAL INORGANIC CHEMICALS,14.4896,85.4492,0,9.5041,2.9371,0.3377,16.1679
RN100218486,29.6101202,-95.05113919,HG0199M,12,DIXIE CHEMICAL COMPANY INC,BAYPORT FACILITY,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",27.5612,16.415,0,9.9942,4.3613,2.481,17.6659
RN100223007,29.74357159,-95.09000565,HG0224P,12,VLS RECOVERY SERVICES  LLC,VOPAK DEER PARK FACILITY,2016,HARRIS,4953,REFUSE SYSTEMS,0,0,0,0,0,0,12.2056
RN100218247,29.73032927,-95.17186828,HG0225N,12,ALBEMARLE CORPORATION,ALBEMARLE CORP,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",30.537,16.5871,0,17.6766,0.4372,0.4042,111.4524
RN102212925,29.76102604,-95.0044793,HG0228H,12,EXXONMOBIL CHEMICAL COMPANY,BAYTOWN OLEFINS PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",434.0148,1680.6139,0.076,294.2835,281.3264,33.49,376.4024
RN102574803,29.73497034,-95.02274518,HG0229F,12,EXXONMOBIL CHEMICAL COMPANY,BAYTOWN CHEMICAL PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",177.5239,267.5614,0.0123,86.7736,59.7358,8.3764,669.4842
RN102579307,29.75454667,-94.99178943,HG0232Q,12,EXXONMOBIL REFINING & SUPPLY CO,BAYTOWN REFINERY,2016,HARRIS,2911,PETROLEUM REFINING,1511.6635,1872.8781,0.119,895.8344,761.3412,1505.8082,1608.8466
RN102579307,30.06915418,-95.62462517,HG0232Q,12,EXXONMOBIL REFINING & SUPPLY CO,BAYTOWN REFINERY,2016,HARRIS,2911,PETROLEUM REFINING,1511.6635,1872.8781,0.119,895.8344,761.3412,1505.8082,1608.8466
RN100212745,29.88652275,-95.41160234,HG0233O,12,EXXONMOBIL CORPORATION,NORTH HOUSTON TERMINAL,2016,HARRIS,5171,PETROLEUM BULK STATIONS & TERMINALS,0,0,0,0,0,0,17.7907
RN100212224,29.66634443,-95.39800352,HG0235K,12,EXXONMOBIL CORPORATION,EXXONMOBIL SOUTH HOUSTON TERMINAL,2016,HARRIS,5171,PETROLEUM BULK STATIONS & TERMINALS,0,0,0,0,0,0,7.9687
RN100215417,29.7125935,-95.16175072,HG0245H,12,PEROXYCHEM LLC,BAYPORT FACILITY,2016,HARRIS,2819,INDUSTRIAL INORGANIC CHEMICALS,0.149,0.6917,0,2.5984,0.6721,0.0457,18.9707
RN100215417,29.62627345,-95.04516079,HG0245H,12,PEROXYCHEM LLC,BAYPORT FACILITY,2016,HARRIS,2819,INDUSTRIAL INORGANIC CHEMICALS,0.149,0.6917,0,2.5984,0.6721,0.0457,18.9707
RN100219260,29.94737547,-95.41681334,HG0246F,12,US VENTURE INC,US OIL HOUSTON NORTH TERMINAL,2016,HARRIS,5171,PETROLEUM BULK STATIONS & TERMINALS,1.3078,0.2404,0,0,0,0.1012,13.9815
RN100219211,29.61090206,-95.04846569,HG0250O,12,GULF COAST WASTE DISPOSAL AUTHORITY,BAYPORT FACILITY,2016,HARRIS,4952,SEWERAGE SYSTEMS,4.0231,5.1186,0,0.6676,0.3624,0.001,39.4346
RN100237452,29.70383884,-95.20328148,HG0262H,12,KM LIQUIDS TERMINALS LLC,GALENA PARK TERMINAL,2016,HARRIS,4226,SPECIAL WAREHOUSING AND STORAGE,19.0302,28.6106,0,6.8111,6.8069,6.0546,416.9724
RN100237452,29.7324145,-95.22893983,HG0262H,12,KM LIQUIDS TERMINALS LLC,GALENA PARK TERMINAL,2016,HARRIS,4226,SPECIAL WAREHOUSING AND STORAGE,19.0302,28.6106,0,6.8111,6.8069,6.0546,416.9724
RN100213958,29.68150484,-95.16060226,HG0276T,12,INEOS AMERICAS LLC,PASADENA PLANT,2016,HARRIS,2865,"CYCLIC CRUDES AND INTERMEDIATES, AND ORGANIC DYES",6.0444,8.9529,0,5.5409,5.5368,0.0866,40.6997
RN102608932,29.64941573,-95.04679413,HG0288M,12,GOODYEAR TIRE & RUBBER COMPANY,BAYPORT CHEMICAL PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",7.5345,7.6845,0,2.7985,2.6923,0.2823,17.8817
RN100870898,29.70881114,-95.25433716,HG0289K,12,GOODYEAR TIRE & RUBBER COMPANY,HOUSTON CHEMICAL PLANT,2016,HARRIS,2822,SYNTHETIC RUBBER,14.082,11.3145,0,25.5791,0.8006,0.3716,193.4935
RN103919817,29.72130608,-95.22004833,HG0310V,12,CHEVRON PHILLIPS CHEMICAL COMPANY LP,CEDAR BAYOU PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",194.8263,286.5721,0,90.9906,85.7164,6.4718,360.8002
RN103919817,29.82160964,-94.91518326,HG0310V,12,CHEVRON PHILLIPS CHEMICAL COMPANY LP,CEDAR BAYOU PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",194.8263,286.5721,0,90.9906,85.7164,6.4718,360.8002
RN100706811,29.74105803,-95.21184141,HG0312R,12,CHEVRON USA  INC,GALENA PARK TERMINAL,2016,HARRIS,5171,PETROLEUM BULK STATIONS & TERMINALS,17.083,6.9543,0,0.2213,0.2213,0.0178,38.8022
RN100219237,29.75489256,-95.10325931,HG0319D,12,MONUMENT CHEMICAL HOUSTON LTD,JACINTOPORT PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",111.5631,31.6786,0,4.483,4.483,0.0564,26.2865
RN100216761,29.63239084,-95.04650081,HG0323M,12,EQUISTAR CHEMICALS LP,BAYPORT POLYMERS,2016,HARRIS,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,83.6203,14.6851,0,7.7114,0.8544,0,102.5006
RN100223445,29.75569963,-95.10471811,HG0345C,12,HFOTCO LLC,HOUSTON FUEL OIL TERMINAL,2016,HARRIS,4226,SPECIAL WAREHOUSING AND STORAGE,5.3594,15.0536,0,5.5121,5.5121,0.672,49.6135
RN100542851,29.82625031,-95.22501123,HG0353D,12,NRG TEXAS POWER LLC,GREENS BAYOU ELECTRIC GENERATING STATION,2016,HARRIS,4911,ELECTRIC SERVICES,36.3528,38.0639,0,1.8601,1.8028,0.1253,2.702
RN100542885,29.94582311,-95.52848768,HG0357S,12,NRG TEXAS POWER LLC,TH WHARTON ELECTRIC GENERATING STATION,2016,HARRIS,4911,ELECTRIC SERVICES,4.1071,72.8169,0,21.0862,17.4574,1.5314,8.5638
RN100825389,29.7117186,-95.06698359,HG0358Q,12,NRG TEXAS POWER LLC,SR BERTRON STATION,2016,HARRIS,4911,ELECTRIC SERVICES,0,0,0,0,0,0,0
RN102332673,29.78253786,-95.28391109,HG0386L,12,HYDRIL COMPANY,HYDRIL PREMIUM CONNECTIONS,2016,HARRIS,3498,FABRICATED PIPE AND PIPE FITTINGS,0,0,0,0.0441,0.0133,0,34.3242
RN102205820,29.69717651,-95.3552795,HG0398E,12,INDUSTRIAL METAL FINISHING CO,INDUSTRIAL METAL FINISHING,2016,HARRIS,3471,PLATING AND POLISHING,0.6322,0.7522,0,0.0572,0.0572,0.0052,5.1122
RN100210806,29.72777918,-95.08984166,HG0403N,12,INTERCONTINENTAL TERMINALS COMPANY LLC,DEER PARK TERMINAL,2016,HARRIS,4226,SPECIAL WAREHOUSING AND STORAGE,96.4626,18.8916,0,0.0786,0.0786,0.0756,157.5998
RN102302742,29.74581003,-95.28813088,HG0406H,12,JACOB STERN AND SONS INC,JACOB STERN AND SONS,2016,HARRIS,2077,ANIMAL AND MARINE FATS AND OIL,4.8821,5.8122,0,0.4418,0.4418,0,0.3196
RN101613511,29.92227499,-95.05304468,HG0426B,12,KMCO LLC,CROSBY FACILITY,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",10.6812,8.4284,0,2.5823,2.2566,0.2131,23.3941
RN100217926,29.75590081,-95.11064844,HG0444W,12,PRECOAT METALS DIV OF SEQUA CORPORATION,PRECOAT METALS HOUSTON,2016,HARRIS,3479,METAL COATING AND ALLIED SERVICES,202.158,13.6895,0.006,0.4628,0.4628,0.1462,55.8416
RN100219096,29.6162393,-95.06005973,HG0457N,12,GULF BAYPORT CHEMICALS LP,GULF BAYPORT CHEMICALS FACILITY,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",3.3265,13.7913,0,1.115,0.7387,0.0849,15.2989
RN100221589,29.71692922,-95.11330565,HG0459J,12,LUBRIZOL CORPORATION,DEER PARK PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",76.4316,78.6256,0,9.5724,7.4123,19.6105,197.0873
RN101058410,29.64097257,-95.0469446,HG0460B,12,LUBRIZOL CORPORATION,BAYPORT PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",48.4163,15.1154,0,5.5271,5.5037,0.1554,61.7629
RN100210301,29.94608451,-95.02375166,HG0461W,12,ARKEMA INC,CROSBY FACILITY,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",2.522,4.608,0,0.432,0.432,0.731,3.5127
RN100692219,29.67200937,-95.39161258,HG0465O,12,POLYNT COMPOSITES USA INC,HOLMES PLANT,2016,HARRIS,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,4.7196,6.9073,0,10.4663,10.4663,0.1457,13.8234
RN101851517,29.7043382,-95.17120361,HG0467K,12,MARATHON PIPE LINE LLC,MARATHON ASHLAND PIPELINE,2016,HARRIS,4613,REFINED PETROLEUM PIPELINES,0,0,0,0,0,0,128.9689
RN100211333,29.85369704,-95.47342172,HG0470V,12,INTERNATIONAL PAINT LLC,INTERNATIONAL PAINT,2016,HARRIS,2851,PAINTS AND ALLIED PRODUCTS,0,0,0,1.1054,1.102,0,6.6897
RN100214931,29.74569801,-95.33652726,HG0473P,12,ATLANTIC COFFEE INDUSTRIAL SOLUTIONS LLC,HOUSTON PLANT,2016,HARRIS,2095,ROASTED COFFEE,11.1134,108.4337,0,50.3304,26.6275,8.3712,1.1071
RN100214576,29.76422544,-95.17728734,HG0486G,12,SASOL CHEMICALS USA LLC,MERISOL GREENS BAYOU PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",22.1905,28.7127,0,4.1134,4.1134,2.3464,14.5809
RN100224740,29.74936205,-95.12381023,HG0531D,12,ENTERPRISE PRODUCTS OPERATING LLC,HOUSTON TERMINAL,2016,HARRIS,4226,SPECIAL WAREHOUSING AND STORAGE,16.9775,9.7965,0,0.743,0.743,0.005,204.6455
RN101621944,29.74032997,-95.19156331,HG0534U,12,PCI NITROGEN LLC,PCI NITROGEN PASADENA FACILITY,2016,HARRIS,2874,PHOSPHATIC FERTILIZERS,20.8747,18.4942,0,33.9793,17.5095,306.1039,1.3347
RN102523107,29.61998153,-95.05027381,HG0537O,12,LYONDELL CHEMICAL COMPANY,LYONDELL CHEMICAL BAYPORT CHOATE PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",99.1752,101.9221,0,10.0382,5.0481,0.6746,169.9324
RN100213024,29.86626235,-95.58886321,HG0539K,12,NATIONAL OILWELL VARCO LP,WEST LITTLE YORK COATING PLANT,2016,HARRIS,3479,METAL COATING AND ALLIED SERVICES,0,0,0,0,0,0,0
RN102753670,29.73241849,-95.235633,HG0542V,12,KM LIQUIDS TERMINALS LLC,GALENA PARK TERMINAL,2016,HARRIS,4226,SPECIAL WAREHOUSING AND STORAGE,4.7096,1.3788,0,0.2132,0.2131,0.0186,57.3744
RN100209444,29.76065097,-95.17184128,HG0558G,12,ARKEMA INC,ARKEMA HOUSTON PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",15.3467,10.152,0,1.2358,1.0976,299.5596,11.9047
RN100219526,29.69564171,-95.26391616,HG0562P,12,TPC GROUP LLC,HOUSTON PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",45.5123,306.2405,0,43.0623,41.2899,3.0088,92.789
RN100223536,29.64840033,-95.06543034,HG0564L,12,BAKER PETROLITE LLC,BAYPORT PLANT,2016,HARRIS,2899,"CHEMICAL PREPARATIONS, NEC",3.0469,4.7746,0,1.0129,1.0127,0.082,2.0347
RN101062610,29.713644,-95.18257136,HG0565J,12,PHILLIPS 66 PIPELINE LLC,PASADENA TERMINAL,2016,HARRIS,5171,PETROLEUM BULK STATIONS & TERMINALS,15.1824,7.6512,0,0,0,0,123.3668
RN102018322,29.73571548,-95.18290302,HG0566H,12,CHEVRON PHILLIPS CHEMICAL COMPANY  LP,PASADENA PLASTICS COMPLEX,2016,HARRIS,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,403.9642,54.7104,0,14.5163,4.5634,0.1131,381.2246
RN100214618,29.90215275,-95.49587597,HG0569B,12,PILOT CHEMICAL CO,HOUSTON PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",41.5593,8.2062,0,0.2831,0.2831,0.0223,18.0433
RN100209790,29.78401552,-95.28294391,HG0599P,12,QUALITY ELECTRIC STEEL CASTINGS LP,QUALITY ELECTRIC STEEL CASTINGS,2016,HARRIS,3325,"STEEL FOUNDRIES, NEC",10.6294,2.5113,0,10.132,10.132,0.0127,8.8808
RN100673136,29.76601047,-95.18006922,HG0618N,12,REICHHOLD LLC 2,REICHHOLD REACTIVE POLYMERS DIVISION HOUSTON PLANT,2016,HARRIS,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,3.9395,2.4321,0,0.4256,0.3805,0.0378,8.5109
RN100225093,29.74357159,-95.09000565,HG0629I,12,VOPAK TERMINAL DEER PARK INC,DEER PARK TERMINAL,2016,HARRIS,4226,SPECIAL WAREHOUSING AND STORAGE,92.0838,12.3869,0,0.6586,0.6586,0.0487,255.493
RN100223205,29.73145655,-95.10127663,HG0632T,12,ROHM AND HAAS TEXAS INCORPORATED,DEER PARK PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",240.2719,304.7975,0,87.4106,87.4079,1332.8903,225.0742
RN102184173,29.72745161,-95.08981564,HG0633R,12,CLEAN HARBORS DEER PARK LLC,CLEAN HARBORS DEER PARK,2016,HARRIS,4953,REFUSE SYSTEMS,4.6818,107.268,0.0956,18.543,12.917,0.7524,4.6833
RN100211002,29.79686905,-95.30171937,HG0654J,12,MAUSER USA LLC,MAUSER CORP,2016,HARRIS,3412,"METAL BARRELS, DRUMS & PAILS",8.6966,11.0056,0,0.8823,0.8427,0.061,30.31
RN100209832,29.72533598,-95.64391832,HG0657D,12,SHELL CHEMICAL LP,SHELL TECHNOLOGY CENTER HOUSTON,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",35.9125,19.7739,0,2.3748,2.3733,0.8844,8.0646
RN100211259,29.7124935,-95.22496406,HG0658B,12,MOTIVA ENTERPRISES LLC,PASADENA TERMINAL,2016,HARRIS,5171,PETROLEUM BULK STATIONS & TERMINALS,4.5363,1.9149,0,0.3689,0.3689,0.0001,41.1561
RN100211879,29.71089025,-95.11910671,HG0659W,12,SHELL CHEMICAL LP,DEER PARK PLANT,2016,HARRIS,2911,PETROLEUM REFINING,704.0847,1685.9293,0.0001,264.059,263.9011,152.9438,1001.1122
RN100229905,29.71612728,-95.08962235,HG0665E,12,INEOS USA LLC,POLYETHYLENE PLANT,2016,HARRIS,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,107.9586,72.2641,0,27.2436,13.3082,4.4892,291.3212
RN100248749,29.7916188,-95.06609972,HG0686T,12,SOUTHWEST SHIPYARD LP,BARGE CLEANING AND REPAIR,2016,HARRIS,3731,SHIP BUILDING AND REPAIRING,18.1864,9.35,0.0003,1.3714,1.3527,0.0253,48.7791
RN100211317,29.74873959,-95.00276965,HG0696Q,12,ECO SERVICES OPERATIONS CORP,BAYTOWN PLANT,2016,HARRIS,2819,INDUSTRIAL INORGANIC CHEMICALS,19.563,52.3535,0,17.151,17.151,327.5072,14.4399
RN100220581,29.71831246,-95.27112042,HG0697O,12,ECO SERVICES OPERATIONS CORP,HOUSTON PLANT,2016,HARRIS,2819,INDUSTRIAL INORGANIC CHEMICALS,4.185,66.943,0.0226,57.7082,56.7604,845.9383,7.244
RN100210665,29.67974568,-95.01957675,HG0714Q,12,ENTERPRISE PRODUCTS OPERATING LLC,MORGANS POINT COMPLEX,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",21.7839,4.7306,0,1.4042,0.0402,0.0027,38.458
RN102177391,29.71213189,-95.08997453,HG0717K,12,AKZO NOBEL CHEMICALS LLC,BATTLEGROUND SITE,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",14.8164,9.397,0,1.6845,0,0.1034,34.3844
RN100219591,29.76646647,-95.00976067,HG0724N,12,ENTERPRISE REFINED PRODUCTS COMPANY LLC,BAYTOWN TERMINAL,2016,HARRIS,4789,"TRANSPORTATION SERVICES, NEC",0.087,0.437,0,0.026,0.026,0.026,27.5679
RN102186129,29.7888762,-95.28468833,HG0735I,12,MAGELLAN PIPELINE TERMINALS LP,EAST HOUSTON TANK FARM,2016,HARRIS,4612,CRUDE PETROLEUM PIPE LINES,0.0128,0.0596,0,0.042,0,0.0039,71.775
RN100212281,29.72364937,-95.24401815,HG0762F,12,UNITED STATES GYPSUM COMPANY,GYPSUM PRODUCTION OPERATIONS,2016,HARRIS,3275,GYPSUM PRODUCTS,20.528,9.894,0,20.986,12.623,2.221,16.1533
RN102414232,29.70986398,-95.09088354,HG0769O,12,DOW CHEMICAL COMPANY,LA PORTE PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",4.2656,4.4524,0,2.5535,2.3548,0.0197,11.0828
RN100210319,29.70638229,-95.06696565,HG0770G,12,EQUISTAR CHEMICALS LP,LA PORTE COMPLEX,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",449.6122,832.6763,0,60.7352,52.046,8.4888,133.793
RN100214212,29.74105803,-95.21184141,HG0786O,12,TARGA DOWNSTREAM LLC,GALENA PARK TERMINAL,2016,HARRIS,5171,PETROLEUM BULK STATIONS & TERMINALS,15.761,8.4,0,0.163,0.163,0.026,136.3971
RN100213602,29.82081583,-95.24072419,HG0807I,12,MCCARTY ROAD LANDFILL TX LP,MCCARTY RD LANDFILL,2016,HARRIS,4953,REFUSE SYSTEMS,29.981,9.175,0,34.4712,21.3403,22.181,16.2773
RN100213602,29.82081583,-95.24072419,HG0807I,12,MCCARTY ROAD LANDFILL TX LP,MCCARTY RD LANDFILL,2016,HARRIS,4953,REFUSE SYSTEMS,29.981,9.175,0,34.4712,21.3403,22.181,16.2773
RN100212828,29.86496489,-95.13520252,HG0811R,12,UTLX MANUFACTURING LLC,SHELDON FACILITY,2016,HARRIS,4789,"TRANSPORTATION SERVICES, NEC",7.2818,8.8279,0,4.865,4.865,0.0524,10.114
RN100660216,29.61700064,-95.0438494,HG0813N,12,ATHLON SOLUTIONS LLC,ATHLON SOLUTIONS BAYPORT PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",5.7136,5.3789,0,0.2691,0.2691,0.0331,6.836
RN102888328,29.70193051,-95.08144092,HG0825G,12,BRASKEM AMERICA INC,LA PORTE PLANT,2016,HARRIS,2821,PLASTICS MATERIALS AND SYNTHETIC RESINS,44.6747,10.2732,0,8.1266,8.1266,0.1077,48.4019
RN100215268,29.84958835,-95.1744392,HG0878I,12,NATIONAL OILWELL VARCO LP,TUBOSCOPE HWY 90 COATING FACILITY,2016,HARRIS,3479,METAL COATING AND ALLIED SERVICES,0,0,0,0,0,0,0
RN100670405,29.6444793,-95.25362308,HG0883P,12,POWELL ELECTRICAL SYSTEMS INC,MOSLEY ROAD FACILITY,2016,HARRIS,3613,SWITCHGEAR & SWITCHBOARD APPARATUS,3.0728,5.0927,0,3.8316,3.8316,0.1491,11.659
RN100225432,29.81772474,-95.18244531,HG0889D,12,EXPLORER PIPELINE CO,FAUNA STATION,2016,HARRIS,4613,REFINED PETROLEUM PIPELINES,0,0,0,0,0,0,10.2452
RN101211498,29.61227731,-95.05787673,HG0903L,12,HALDOR TOPSOE INC,HALDOR TOPSOE,2016,HARRIS,2819,INDUSTRIAL INORGANIC CHEMICALS,29.6634,4.9969,0,35.6839,35.3927,0.2825,4.7618
RN100606771,29.75241937,-95.31218206,HG0933C,12,NCI GROUP INC,METAL PREP HOUSTON PLANT,2016,HARRIS,3479,METAL COATING AND ALLIED SERVICES,1.026,1.222,0,0.31,0.31,0.0075,8.6388
RN100216704,29.71322298,-95.08961179,HG0941D,12,SOLVAY CHEMICALS INC,SOLVAY INTEROX,2016,HARRIS,2819,INDUSTRIAL INORGANIC CHEMICALS,0,0,0,36.3559,19.68,0,20.0312
RN102776002,29.64729129,-95.04677139,HG0944U,12,ROHM AND HAAS CHEMICALS LLC,BAYPORT PLANT,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",14.1088,7.8423,0,2.086,2.086,3.4315,5.0988
RN102800315,29.76966451,-95.01678394,HG0956N,12,SI GROUP INC,BAYTOWN TERMINAL,2016,HARRIS,2869,"INDUSTRIAL ORGANIC CHEMICALS, NEC",16.1656,8.8958,0,1.3151,1.3151,0.1185,10.0087
RN100210798,29.70365497,-95.39624793,HG0988A,12,TEXAS MEDICAL CENTER CENTRAL HEATING AND COOLING SERVICES CORPORATION,CENTRAL PLANT,2016,HARRIS,4961,STEAM AND AIR CONDITIONING SUPPLY,40.4204,10.1736,0,5.7682,3.4121,0.239,3.412
RN103055034,29.86303747,-95.60591299,HG1005W,12,TOSHIBA INTERNATIONAL CORP,HOUSTON PLANT,2016,HARRIS,3621,MOTORS AND GENERATORS,1.7795,2.1186,0,0.3628,0.1678,0.0126,9.23
RN100218411,29.60408647,-95.01923051,HG1006U,12,ODFJELL TERMINALS HOUSTON INC,TANKER TERMINAL BAYPORT,2016,HARRIS,4226,SPECIAL WAREHOUSING AND STORAGE,18.6045,3.6714,0,0.05,0.05,0.5812,23.2265
RN100542489,29.76757799,-95.10499861,HG1012C,12,TARGA TERMINALS LLC,CHANNELVIEW TERMINAL,2016,HARRIS,4226,SPECIAL WAREHOUSING AND STORAGE,0.347,0.349,0,0.001,0.001,0.0001,12.2572
RN100214014,29.79699236,-95.43810371,HG1016R,12,GOODMAN MANUFACTURING COMPANY LP,GOODMAN SEAMIST PLANT,2016,HARRIS,3585,REFRIGERATION & HEATING EQUIPMENT,9.1058,10.1393,0,1.8444,1.7876,0.3741,18.4628
RN100245968,29.72060884,-95.39380714,HG1149U,12,RICE UNIVERSITY,RICE UNIVERSITY,2016,HARRIS,5541,GASOLINE SERVICE STATIONS,1.3057,15.9508,0,1.4736,1.4736,0.5699,3.0067
RN101996783,29.80933828,-95.46521517,HG1164B,12,RKI INC,RKI,2016,HARRIS,3713,TRUCK AND BUS BODIES,0.8432,1.0038,0,0.0763,0.0763,0.006,6.4265
RN100239672,29.62113022,-95.06371532,HG1169O,12,CLEAR LAKE COGENERATION LP,CLEAR LAKE COGENERATION,2016,HARRIS,4911,ELECTRIC SERVICES,262.5897,144.8105,0,7.87,7.87,1.06,5.115
RN100225986,29.71863199,-95.18277193,HG1175T,12,KM LIQUIDS TERMINALS LLC,JEFFERSON ST TRUCK RACK,2016,HARRIS,4226,SPECIAL WAREHOUSING AND STORAGE,11.8411,6.4763,0,0.1314,0.1307,0.0657,56.9746
RN102079662,29.70211854,-95.06482353,HG1221O,12,GREIF PACKAGING LLC,HOUSTON SPECIALTY PLANT,2016,HARRIS,3412,"METAL BARRELS, DRUMS & PAILS",5.48,6.54,0,0.63,0.62,0.04,28.61
